ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
0,21447,116406,117961,117962,120677,122067,297566,118424,122069
1,25643,23200,117961,118343,123125,118685,120316,308574,118687
1,7543,3843,117961,118413,120370,118784,237727,290919,118786
1,28579,5636,117961,118413,122007,118784,124402,290919,118786
1,16191,3043,117961,118413,118481,117905,240983,290919,117908
1,80591,6982,117961,118300,118783,118777,279443,308574,118779
1,3853,17598,117961,118300,118631,119587,176829,118704,119589
1,74986,86171,118953,118954,117920,122927,123932,118131,122929
1,15716,59228,117902,118041,118623,280788,280788,292795,119082
1,42093,101792,117961,117962,120677,118054,120238,117887,118055
1,20293,83596,118090,118091,117941,117885,117913,117887,117888
1,39216,7243,117961,118343,118609,120357,120065,118424,120359
1,48436,49961,117961,118225,118403,118321,117906,290919,118322
1,90460,4023,117961,118446,119064,117905,117906,290919,117908
1,20079,1483,117961,117962,118840,118841,118842,118643,118843
1,29015,4452,117961,118052,120671,117905,240983,290919,117908
1,32997,2270,117961,118413,120584,118958,118959,118960,118961
1,23921,74884,126918,126919,118042,118043,118043,270488,118046
1,115809,209,117961,118343,6104,118784,147114,290919,118786
1,19310,31155,5110,117954,122672,133111,260573,118870,133113
1,20294,14869,11146,118491,118599,179731,137910,117887,117973
1,75834,3151,117961,118300,121216,119743,244154,3130,119745
1,80631,5158,118290,118291,118597,118293,118294,118295,118296
1,35788,3075,117961,117962,120677,122067,297566,118424,122069
0,20222,46663,118256,118257,118623,259173,193644,292795,118943
1,38469,25558,117961,118052,118546,118685,120316,308574,118687
1,74506,77941,119062,119091,119362,117905,117906,290919,117908
0,39368,19832,117961,118386,123757,118321,117906,290919,118322
1,99949,8008,118555,118178,118320,118278,117906,290919,118279
1,20364,4202,117961,118052,118706,307024,306404,118331,118332
1,34950,6137,117961,118225,120551,133306,133307,118205,133308
1,80769,7525,117961,118225,120551,117905,117906,290919,117908
1,42085,2607,118752,118753,117945,259173,126238,292795,118943
1,40867,7551,117961,118052,118867,118784,118785,290919,118786
1,17813,16757,117961,118225,122273,117905,117906,290919,117908
1,45048,15781,117961,118343,118395,123067,233714,118398,123068
1,74754,70066,91261,118026,118202,117905,117906,290919,117908
1,43110,18213,117961,118386,125016,118451,126309,118453,118454
1,25272,22458,117961,117962,120677,307024,306404,118331,118332
1,79787,3225,117961,118327,118929,118321,117906,290919,118322
1,20293,14355,117926,118124,117920,120632,202274,118131,120634
1,36340,23345,117961,118327,120318,122060,130360,290919,122062
1,81295,6453,125714,125715,118910,117905,117906,290919,117908
1,6677,16314,117961,118446,120317,117905,117906,290919,117908
1,29663,2270,117961,118413,277693,120773,155692,118960,120774
1,92377,2594,117961,118300,120410,128230,302830,4673,128231
1,79092,4308,117961,118343,118833,118054,137362,117887,118055
1,79092,744,117961,118300,119181,118777,279443,308574,118779
1,20204,15491,117961,118343,119796,121414,303450,118704,121416
1,16639,4993,117961,118343,118979,118826,134537,118424,118828
1,25731,3766,117961,118300,118360,125793,125793,118643,125795
0,74310,7578,117961,118343,120722,118321,117906,290919,118322
1,5664,53094,122532,122533,117945,280788,280788,292795,119082
1,78176,14638,117961,118052,118821,117905,117906,290919,117908
1,37651,30799,118219,118220,118221,117899,117897,19721,117900
1,38409,54684,117961,117962,118910,118777,279443,308574,118779
1,28370,47,119062,119063,176153,117905,117906,290919,117908
1,41234,4498,117890,118102,117878,134118,211100,119788,134120
1,16639,13822,117961,118300,127849,127850,311360,118424,127851
1,189629,2349,117961,117962,118501,117905,117905,290919,117908
1,80804,3770,117961,118343,118395,118890,125128,118398,118892
0,45652,3838,117961,118225,119924,118321,118448,290919,118322
1,36326,6216,117961,118327,118328,130857,161026,308574,130858
1,34516,23228,117961,118446,118471,130528,120363,118474,120364
1,80190,1409,117961,118300,120722,118784,117906,290919,118786
1,16082,770,117961,118300,119181,128230,302830,4673,128231
1,33245,1447,117961,118343,120722,120690,120690,290919,120692
1,1008,58916,117961,118327,118391,118784,117906,290919,118786
1,34498,4110,119596,119597,118292,138137,177534,118424,138139
1,79092,4874,117961,118343,121747,122645,269808,119221,122647
1,45709,4928,117961,118343,123055,120006,128578,118424,120008
0,43022,7284,91261,118026,118202,118321,117906,290919,118322
1,28315,55195,126918,126919,118042,118043,118043,270488,118046
1,25280,88561,117961,118343,119218,120348,196416,118295,120350
1,79276,8242,117961,117962,119223,118641,306399,118643,118644
1,40462,851,117961,117962,122215,118784,117906,290919,118786
1,73114,5080,117961,118300,118395,118890,125128,118398,118892
1,5045,3116,117961,118300,147589,118826,236735,118424,118828
1,79845,85343,117961,118327,118933,118784,117906,290919,118786
1,17249,18454,117961,118343,119598,125171,257115,118424,125173
1,39187,7539,117961,118343,119987,117905,117906,290919,117908
1,40202,3023,117961,118343,122012,118321,240983,290919,118322
1,25993,4887,117961,118343,118979,120006,310997,118424,120008
1,41325,1903,117961,118343,118514,118321,117906,290919,118322
1,79121,53240,117876,117877,117878,117879,167135,19721,117880
1,4675,7506,117961,118446,120317,118784,124402,290919,118786
1,76416,795,117961,118225,120551,117905,117906,290919,117908
1,35027,4659,117961,118225,120663,117905,240983,290919,117908
1,391,27915,117926,117927,117941,117879,117886,19721,117880
1,3264,139593,118169,118170,119781,130479,164072,119784,130481
1,75045,3654,117961,118300,118631,118826,168415,118424,118828
1,26431,83497,117910,117911,117884,118568,281735,19721,118570
1,43650,17451,117961,118052,126137,133718,225564,124136,133719
1,80411,123313,122532,122533,118623,118172,118173,249618,118175
1,19312,6656,118095,118096,118008,117885,117913,117887,117888
1,27348,6122,117961,118300,120026,118834,127160,118424,118836
1,4675,59748,117961,118386,120361,118321,153262,290919,118322
1,42382,56763,118219,118220,117884,117899,117899,19721,117900
1,72201,95479,126974,126975,118492,132692,226262,270488,132694
1,75834,5524,117961,118343,118514,117905,240983,290919,117908
1,34780,85475,117961,118300,120410,118784,117906,290919,118786
1,6977,16541,117961,118225,120551,117905,117906,290919,117908
1,74550,7344,117961,118225,120663,123045,148730,120518,123047
1,3853,111670,117961,117962,118352,118685,120316,308574,118687
1,79151,1915,117961,118300,119181,118321,117906,290919,118322
1,34580,770,117961,118300,120722,118747,130134,118453,118749
0,27416,9384,117910,117911,117941,118568,281735,19721,118570
1,45403,91993,118582,118583,117945,117946,118584,292795,117948
1,72201,58849,117961,118327,118492,118451,125738,118453,118454
1,35068,79402,117983,117984,117878,117899,119057,19721,117900
1,23921,48938,118169,118170,119781,118563,221815,270488,118565
1,37943,13037,118006,118007,118008,117879,117897,19721,117880
1,73109,56663,117902,117903,118507,120990,120991,118398,120992
1,1020,87,117961,118446,118447,117905,172635,290919,117908
1,19666,2725,117961,117969,19666,118054,118368,117887,118055
1,52696,1065,117961,118327,121589,118641,306399,118643,118644
0,79299,2855,118169,118170,119262,117946,125711,292795,117948
1,80560,3966,117961,118343,122012,117905,240983,290919,117908
1,2342,1080,117961,118327,118378,120618,304465,118643,120619
1,80872,49961,117961,118225,118403,117905,117906,290919,117908
1,37138,5002,117961,118343,119598,120344,310997,118424,120346
1,35296,6199,117961,118225,120663,117905,117906,290919,117908
1,39331,71189,117961,118386,121883,133306,168365,118205,133308
1,31183,196,117961,118413,121639,118451,130134,118453,118454
1,37631,21135,117961,118343,123494,118321,117906,290919,118322
1,79617,3648,117961,118300,118631,118980,301534,118295,118982
1,79285,18047,117902,117903,118783,117905,118036,290919,117908
1,27755,9959,118742,118743,117920,117885,117886,117887,117888
1,23164,7648,117961,118300,119181,117905,117906,290919,117908
1,79092,17193,117961,117969,118970,118890,125128,118398,118892
1,26791,16735,117961,118300,118783,118321,290919,290919,118322
1,33249,4322,117961,118343,118833,118834,309123,118424,118836
1,73815,70777,118315,118463,118522,118321,117906,290919,118322
1,25287,3197,117961,118386,120361,118321,117906,290919,118322
1,77246,4659,117961,118225,120663,118321,117906,290919,118322
1,43876,98939,118079,118080,117878,117885,118177,117887,117888
1,83270,5767,117961,118343,118344,118777,279443,308574,118779
1,34924,1510,120140,120141,4674,117905,117906,290919,117908
1,40997,4554,117961,118300,118514,118259,118260,290919,118261
0,28834,1443,117961,118343,120722,118321,117906,290919,118322
1,37639,46560,117989,117990,117912,117885,117913,117887,117888
1,79092,15390,117961,118300,118301,120344,311360,118424,120346
1,45412,50368,117926,118266,117884,118568,281735,19721,118570
1,34012,866,117961,118413,120526,118259,132668,290919,118261
1,38470,13165,117890,118102,117878,117879,117879,19721,117880
1,15030,2291,117961,118225,120663,122297,120664,118331,118899
1,77425,4189,117961,118343,119987,118958,123044,118960,118961
1,4675,1011,117961,118225,119924,118784,121873,290919,118786
1,81390,18044,117961,118386,118522,118321,123513,290919,118322
1,27284,1614,117961,118327,118507,129909,185973,118453,129911
1,33239,4378,117961,118327,118507,118863,122008,118398,118865
1,35398,3471,118169,118170,118042,118054,122277,117887,118055
1,73815,112659,118315,118463,123656,118321,117906,290919,118322
1,41378,15422,117961,118052,122392,130479,209981,119784,130481
1,23921,15503,118573,118574,118042,118043,139383,270488,118046
1,4675,3242,117961,118343,118514,117905,117906,290919,117908
1,42367,25760,118006,118007,118008,117879,117897,19721,117880
1,111653,6199,117961,118225,120663,118321,117906,290919,118322
0,80945,5244,117961,118343,119598,118321,240983,290919,118322
1,37807,31984,117910,118855,117912,117885,117913,117887,117888
1,45300,49403,118595,118596,118367,118054,118054,117887,118055
1,4675,16121,117961,118225,119824,121122,129713,118612,121124
1,26825,17156,117961,118300,118810,123082,197687,19793,123084
1,16503,16566,117961,118327,120559,118054,124424,117887,118055
1,45519,770,117961,118300,119181,118747,130134,118453,118749
1,42093,136171,118725,118726,118631,124419,117897,118424,124421
1,33054,49509,120810,120811,121108,118422,124428,118424,118425
1,30932,58865,117961,118446,119064,118702,142652,118704,118705
1,30847,2710,118290,118291,120823,118396,308262,118398,118399
1,37651,30799,118219,118220,118221,117879,117897,19721,117880
1,78399,20380,117961,118225,124380,307024,311622,118331,118332
1,94186,6736,117961,117969,6725,122290,150800,6725,122292
0,44987,54248,117961,118327,120559,118641,306399,118643,118644
0,917,1398,117961,118300,118437,118321,117906,290919,118322
1,26430,36010,117893,117894,117895,117896,117897,117887,117898
1,80232,30533,91261,118026,119507,123045,123107,120518,123047
1,26430,33884,118670,118671,117895,117896,117913,117887,117898
1,80985,58414,117902,117903,120059,118636,310589,118638,118639
1,45743,851,117961,117962,122215,118784,117906,290919,118786
0,15365,33,117961,118413,119968,118784,117906,290919,118786
1,23921,61062,117961,118446,120368,119849,303111,118638,119851
0,36629,70078,91261,118026,118063,128422,128423,118453,128424
1,4675,17326,117961,118386,118746,133306,135146,118205,133308
1,17308,17640,117961,118052,118706,118318,120689,118205,118319
1,31449,5768,117961,118343,118344,192867,192868,118347,192869
1,33642,65488,117926,117927,117941,117879,117886,19721,117880
1,41825,72988,117910,118855,118483,117885,117913,117887,117888
1,98048,15746,117961,118052,119742,118321,303087,290919,118322
1,42680,72192,117902,117903,120283,118863,142453,118398,118865
1,3130,49975,117961,118052,118979,307024,294485,118331,118332
1,25814,1065,117961,118327,121589,118641,118842,118643,118644
1,81007,22838,117961,117969,19666,179731,124389,117887,117973
0,23974,4997,118290,118291,121108,119502,132803,117887,119503
1,75078,5028,117961,118386,118896,119849,244844,118638,119851
1,26431,13419,117961,118300,120059,120313,127733,118424,120315
1,3853,5053,117961,118300,121108,120344,267189,118424,120346
1,75649,8563,117961,118300,118783,118321,117906,290919,118322
1,32270,16803,119596,119597,120823,118890,123957,118398,118892
1,33642,58493,117918,117919,117941,117879,121445,19721,117880
1,40681,196,117961,118413,121639,121594,131163,4673,121596
1,75462,1614,117961,118327,120171,118747,130134,118453,118749
1,27755,19547,118742,118743,117941,117879,117897,19721,117880
1,80210,46526,117961,118300,119984,123067,269406,118398,123068
1,76446,7539,117961,118343,119987,118321,117906,290919,118322
1,39863,51226,117961,118327,118320,118641,306399,118643,118644
1,33080,21036,117961,118327,121694,118777,146567,308574,118779
1,16232,5919,117961,118446,16232,121594,302830,4673,121596
1,20294,69071,117916,118011,117920,118568,300163,19721,118570
1,40303,1475,119062,119091,118450,121372,148801,119184,121374
1,111896,8283,118887,118888,121787,118321,117906,290919,118322
1,32270,5043,117961,118300,118458,118523,129545,118331,118525
1,35279,34461,117961,118327,120685,122060,160617,290919,122062
1,40326,1140,117961,117962,118352,118321,117906,290919,118322
1,38968,6083,117961,117962,122224,117905,117906,290919,117908
1,80094,20361,117961,117962,118352,117905,240983,290919,117908
1,75834,84718,117961,118225,121716,120418,259239,249618,120419
1,25993,4950,117961,118343,119598,120344,311360,118424,120346
1,45314,1958,118550,118551,118378,119192,300603,119184,119194
1,108171,7553,117961,118225,118403,118321,117906,290919,118322
1,14998,6235,117961,118343,118437,124194,249872,118363,124196
1,39262,36051,117961,118386,118635,118685,262400,308574,118687
1,20289,19429,117918,117919,117912,117885,117913,117887,117888
1,71972,16922,117961,117962,118501,117905,256437,290919,117908
1,6016,17759,117961,118413,122007,118685,120316,308574,118687
1,75216,7679,118573,118574,117945,259173,127423,292795,118943
1,30879,16974,117961,118300,119181,118321,118448,290919,118322
1,73485,13871,117961,118300,118514,118321,117906,290919,118322
1,42767,1012,117961,118225,119924,117905,240983,290919,117908
1,42093,25686,118541,118542,118543,126138,127068,124136,126140
1,18072,4375,117961,118343,120347,120344,311701,118424,120346
1,19945,6201,117961,118225,120663,118321,117906,290919,118322
1,81350,4384,118887,118888,118458,118293,138565,118295,118296
1,34954,32242,117961,118327,253965,119849,282370,118638,119851
1,28322,59267,117961,117962,120924,307024,306404,118331,118332
1,23961,1334,117961,117962,118910,118451,130134,118453,118454
1,34019,2594,117961,118300,120410,128230,302830,4673,128231
1,33240,55763,117902,117903,118507,118028,118368,117887,118030
1,79092,2819,117961,118300,120410,118784,118785,290919,118786
1,34752,1146,117961,118225,120663,117905,240983,290919,117908
1,45874,1755,117961,117962,119223,125793,137422,118643,125795
1,39514,7314,117961,118300,121951,117905,117906,290919,117908
1,31015,4023,117961,118446,119064,118321,117906,290919,118322
1,19964,50806,117961,118446,119961,118259,118260,290919,118261
0,80145,4743,119062,119091,120663,117905,117906,290919,117908
1,20333,4362,118212,118213,126955,119962,311618,118205,119964
1,86328,4478,117961,118386,118746,117905,240983,290919,117908
1,80860,69326,91261,118026,123656,118321,117906,290919,118322
1,391,46584,118742,118743,118810,122952,305581,19793,122954
1,71399,6021,117961,118413,122007,118451,130134,118453,118454
1,17249,5143,117961,118343,123125,119849,244844,118638,119851
0,17308,13794,117961,118052,120417,118702,125047,118704,118705
1,74754,15422,117961,118052,118867,130479,185784,119784,130481
1,4675,820,117961,118300,123719,118321,118406,290919,118322
1,45378,79111,117961,118343,119945,119928,231633,118331,119929
1,1969,46224,117961,118327,118378,120952,143223,118453,120954
1,3264,139593,126918,126919,119781,130479,235922,119784,130481
1,3263,1398,117961,118300,118437,118321,117906,290919,118322
1,79361,3875,117961,118327,120318,118784,121873,290919,118786
1,74661,50003,117961,118343,124816,119743,132775,3130,119745
1,680,888,117902,117903,7646,118451,130134,118453,118454
1,81524,4850,91261,118026,118027,119409,118148,119006,119411
1,30839,3755,117961,118343,118395,118890,125128,118398,118892
1,75943,1913,117902,117903,118783,120952,122352,118453,120954
1,45904,97596,118887,118888,118437,120313,189828,118424,120315
1,35940,16855,117961,118225,120041,122849,120324,119095,122850
1,37558,86387,117961,118327,4674,118321,117906,290919,118322
0,14570,60084,118006,118007,118008,117879,117897,19721,117880
1,28579,7510,117961,118446,118684,118784,124402,290919,118786
1,38470,14867,117890,118102,117878,117885,118103,117887,117888
1,16162,994,117961,118300,120312,120516,123107,120518,120519
1,73876,7807,117961,118327,118518,120097,124862,270488,120099
1,78563,52105,118595,118596,81476,120344,233010,118424,120346
1,35043,4698,117961,117962,118352,117905,117906,290919,117908
1,76900,52056,118212,118213,119734,153957,153958,118667,153959
1,79276,2354,117961,117962,118501,118502,118503,118504,118505
1,78327,50662,118290,118291,118437,124419,137017,118424,124421
1,39445,17002,5110,117954,117895,118568,157237,19721,118570
1,25231,20412,117890,117891,117878,117879,117879,19721,117880
1,15672,7447,117902,117903,118783,117905,118036,290919,117908
1,28853,4583,117961,118413,120370,117905,240983,290919,117908
1,35632,5210,117961,118343,119598,119433,133686,118424,119435
1,3658,4301,117961,118343,118660,119433,133686,118424,119435
1,6678,4659,117961,118225,120663,117905,290919,290919,117908
1,25098,1043,117961,118327,121589,118641,306399,118643,118644
0,80478,49574,117961,118327,118391,120773,118959,118960,120774
1,6977,4362,118212,118213,126955,118685,120316,308574,118687
1,33146,1652,117961,118327,118507,179731,179731,117887,117973
1,80493,5717,117961,118343,124725,118321,117906,290919,118322
1,74697,14889,117961,118300,118437,118321,117906,290919,118322
1,36480,15435,117961,118343,122299,119949,121350,290919,119951
1,28074,7398,117961,118225,119924,118321,240983,290919,118322
1,39262,78408,117961,118386,125884,307024,255097,118331,118332
1,34950,8433,117961,118327,118929,118784,117906,290919,118786
1,75834,2931,117961,118343,119796,117905,172635,290919,117908
1,40545,4023,117961,118446,119064,118321,117906,290919,118322
1,28294,4566,119062,119091,118992,118028,130134,117887,118030
1,15715,7766,118256,118257,118623,126684,193644,292795,126685
1,72126,2296,117961,118413,277693,123737,127475,118960,123738
1,6921,36144,117961,118300,124816,118685,126297,308574,118687
0,20284,13401,118953,118954,117920,124313,133508,120134,124315
1,75901,52734,118290,118291,118660,118293,118294,118295,118296
1,25885,1945,118256,118257,118450,128093,219357,119184,128095
1,278393,13822,117961,118300,127849,127850,311360,118424,127851
1,4675,3685,120140,120141,119968,124886,306399,118643,124888
1,38124,19858,117929,117940,117941,117879,117886,19721,117880
1,15369,20412,117890,117891,117878,117879,117879,19721,117880
1,13878,14353,5110,117954,117895,118568,281735,19721,118570
1,87603,2610,117961,118327,121979,118321,117906,290919,118322
1,972,57797,119596,119597,169899,119928,306404,118331,119929
1,80603,2710,118290,118291,120823,118890,189881,118398,118892
1,41488,14800,117961,117962,118352,118784,117906,290919,118786
1,20364,13441,117961,118225,119781,118207,279443,270488,118209
1,25705,23103,118290,118291,119136,119137,122050,118474,119139
1,44944,24916,91261,118026,119279,273308,118029,249618,118232
1,19998,13728,118084,118085,117941,118568,229199,19721,118570
1,19843,7703,117943,117944,117945,280788,126042,292795,119082
1,42508,50976,117961,118413,119968,118784,117906,290919,118786
1,3853,3917,117961,118300,121405,118321,240983,290919,118322
1,75043,16802,117961,118225,120535,127589,311867,118478,127590
1,28105,4567,117961,118300,118514,119962,168365,118205,119964
1,15680,4341,117961,118300,118957,118784,240983,290919,118786
1,80154,858,117961,118327,118529,118777,279443,308574,118779
1,75834,17611,117961,118052,118706,120418,249618,249618,120419
1,78766,85445,118079,118080,117878,117885,118177,117887,117888
1,31007,27214,117961,118386,118692,118685,279443,308574,118687
1,32112,58454,117978,117979,118810,120033,275613,19793,120035
1,41346,767,117961,118343,120722,118361,127527,118363,118364
1,45014,54308,126974,126975,118518,118043,118756,270488,118046
1,39325,7660,117961,118386,120361,118321,117906,290919,118322
1,73904,30527,117961,118225,120551,119928,127692,118331,119929
1,34714,54248,117961,118327,120559,118641,306399,118643,118644
1,4675,30527,117961,118225,120551,119928,127692,118331,119929
1,39473,7320,5110,117954,122672,128197,273102,119772,128199
1,23090,1146,117961,118225,120663,118321,117906,290919,118322
1,42006,85475,117961,118300,120410,118777,279443,308574,118779
1,38704,66843,117916,118150,117941,117879,117886,19721,117880
1,3853,7683,117887,118178,135245,259173,139782,292795,118943
1,16767,13441,117961,118225,122870,118207,279443,270488,118209
1,673,2312,117902,117903,119181,128230,302830,4673,128231
1,26915,1397,117961,118300,120722,117905,240983,290919,117908
1,80480,5192,119596,119597,118825,118293,118294,118295,118296
1,18913,21000,117929,117940,117920,134118,119787,119788,134120
1,3130,3239,117961,118300,118597,122274,159048,3130,122275
1,81350,4909,117961,118300,118458,120006,143820,118424,120008
1,45784,124925,117961,118225,122273,118321,117906,290919,118322
0,79092,25872,118169,118170,118575,117946,135255,292795,117948
1,79363,56591,118079,118080,117878,117879,199900,19721,117880
1,80416,13419,117961,118300,120059,118636,310589,118638,118639
1,33324,3281,117961,118225,120323,122849,120324,119095,122850
1,5502,16838,117961,118413,120370,120690,136365,290919,120692
1,28149,28245,118315,118463,123089,117905,130219,290919,117908
1,15716,51757,117961,119256,119257,280788,121024,292795,119082
1,80859,14928,117961,118446,120317,120690,136365,290919,120692
1,25287,18213,117961,118386,118692,118451,200947,118453,118454
1,4675,71391,117961,118386,118522,118259,230101,290919,118261
1,73815,28264,118315,118316,120764,123651,306024,118467,123652
1,74883,72209,117961,118225,124948,118054,124424,117887,118055
1,1041,1080,117961,118327,118378,120952,120953,118453,120954
1,28294,4004,117961,118343,118856,118451,230830,118453,118454
0,73508,5293,118290,118291,118660,120344,274278,118424,120346
1,44880,901,117902,117903,120428,117905,117906,290919,117908
1,20364,5396,117961,118343,119993,118321,240983,290919,118322
1,41570,16671,117961,118052,118706,118523,310608,118331,118525
1,37622,79116,118169,118170,118042,118043,129174,270488,118046
1,19708,17598,117961,118300,118631,307024,132719,118331,118332
1,40997,30527,117961,118225,120551,119928,127692,118331,119929
1,80934,2253,117961,118225,119824,123648,305057,120518,123650
1,41758,294953,118315,118316,179069,118636,128316,118638,118639
1,75834,3838,117961,118225,119924,117905,117906,290919,117908
1,4677,16838,117961,118413,120370,120690,136365,290919,120692
1,40328,59035,118887,118888,6725,123684,125826,6725,123686
1,79792,7547,117961,118327,118933,118784,130086,290919,118786
1,79092,5115,117961,118300,118631,119928,219829,118331,119929
1,15672,3745,117961,118300,118360,124435,118362,118363,124436
1,15913,5899,117961,118327,120318,118641,120319,118643,118644
1,75834,3951,117961,118343,120347,120418,306795,249618,120419
1,74995,4583,117961,118413,120370,118777,232825,308574,118779
1,103456,23200,117961,118343,123125,118784,117906,290919,118786
1,4675,154,117961,118413,121639,118321,117906,290919,118322
1,25862,1080,117961,118327,118378,118451,123137,118453,118454
0,32270,2318,117961,118327,118933,118784,117906,290919,118786
0,4605,19760,117961,117962,118352,118321,117906,290919,118322
1,75324,3486,118752,119070,118042,118043,118043,270488,118046
1,23497,3116,117961,118300,147589,118912,309291,118424,118914
1,38719,56680,118079,118080,117878,117879,117913,19721,117880
1,16767,7076,117961,118225,119238,119093,121698,119095,119096
1,23921,310793,120342,120343,119076,118834,124426,118424,118836
1,20271,6035,117890,117891,117878,117879,117879,19721,117880
1,18381,851,117961,117962,122215,118321,117906,290919,118322
1,19722,8074,117961,118300,119181,124810,221283,249618,124812
1,45788,20170,117961,118413,120526,130857,279443,308574,130858
1,44976,78444,117887,118178,117945,259173,121024,292795,118943
1,35066,3868,117961,118386,120096,118784,117906,290919,118786
1,75834,4953,117961,118343,120126,120497,223125,118424,120499
1,31999,1334,117961,117962,118910,119949,230830,290919,119951
1,75834,21824,117961,118446,118684,118321,117906,290919,118322
1,32642,3606,118169,118170,118179,117946,144221,292795,117948
1,6094,6018,117961,118413,122007,118784,117906,290919,118786
1,20270,7314,117961,118300,121951,117905,117906,290919,117908
1,45349,2113,117951,117952,117920,118568,124610,19721,118570
1,23921,58865,117961,118446,119064,118702,142652,118704,118705
1,42085,5269,119596,119597,120356,122067,205243,118424,122069
1,60108,6879,117902,118041,120323,119093,119094,119095,119096
1,41758,46374,118315,118316,225010,119849,134910,118638,119851
1,28494,13881,118602,118603,117941,117899,117879,19721,117900
0,20292,93303,117926,117927,117884,117879,124672,19721,117880
1,35417,4641,117961,118343,121747,117905,117906,290919,117908
1,29100,15824,117961,118225,120323,120591,120324,119095,120593
1,22662,20104,117961,117969,120823,123737,129944,118960,123738
1,81518,70078,91261,118026,119734,128422,128423,118453,128424
1,77943,19832,117961,118327,123901,117905,117906,290919,117908
1,40590,3113,117961,118343,119598,119433,127160,118424,119435
1,23990,13818,117961,118327,120171,118396,152795,118398,118399
1,5893,59312,118550,118551,118378,179731,158422,117887,117973
1,43323,70062,117961,118386,118746,118321,117906,290919,118322
1,43535,2610,117961,118327,121979,117905,117906,290919,117908
1,78246,3868,117961,118052,120096,117905,117906,290919,117908
0,56130,27759,119062,119091,123125,118318,311618,118205,118319
1,39333,3197,117961,118386,120361,118321,117906,290919,118322
1,42482,23154,117961,118386,118317,307024,310608,118331,118332
1,73756,60790,117961,118052,118867,118523,311622,118331,118525
0,33150,4341,117961,118300,118957,118321,117906,290919,118322
1,77300,2942,117961,118343,118700,117905,117906,290919,117908
1,79927,50517,118602,118603,117941,118568,118568,19721,118570
1,6502,46788,117929,117940,117920,118568,163031,19721,118570
1,86148,24926,91261,118026,118229,273308,118029,249618,118232
1,74310,6225,117961,118343,120722,118784,117906,290919,118786
1,25993,5048,117961,118300,118458,119928,310608,118331,119929
1,3853,5524,117961,118343,118514,117905,117906,290919,117908
0,80501,5919,117961,118446,16232,118784,121873,290919,118786
1,27736,6995,117961,117962,118352,118321,117906,290919,118322
1,15064,54642,117961,118327,120283,118054,118054,117887,118055
1,15675,7586,117961,118225,118403,118451,130134,118453,118454
1,79092,8204,117961,118052,118867,118054,305057,117887,118055
1,80999,17598,117961,118300,118631,307024,132719,118331,118332
0,79208,15530,118573,118574,117945,280788,158910,292795,119082
1,32270,124899,117961,118327,120171,120647,249497,118398,120649
0,18072,7710,117902,118041,117945,280788,280788,292795,119082
1,41433,6029,118216,118217,118810,119323,128571,19793,119325
1,32065,4712,117961,118343,118395,123067,269406,118398,123068
1,79092,6046,117961,118446,120317,307024,306404,118331,118332
1,80151,2286,117902,117903,277693,120773,118959,118960,120774
1,4675,4403,118315,118316,129128,118636,126747,118638,118639
1,45127,50806,117961,118446,119961,118318,180629,118205,118319
1,42972,71899,118990,118991,118992,135123,292871,120302,135125
1,75078,2948,118315,118316,225010,118259,117906,290919,118261
1,32304,48960,122880,122974,118042,118563,118563,270488,118565
1,6977,18220,117961,118052,118867,118321,117906,290919,118322
1,34884,20900,118752,119070,119136,119137,176103,118474,119139
1,68726,15567,117961,118052,119408,118536,132799,308574,118539
1,42085,43994,117961,117962,118791,307024,306404,118331,118332
1,3853,18450,117961,118052,118821,118321,118321,290919,118322
1,112127,4434,117961,118052,120671,118321,118448,290919,118322
1,40237,24916,91261,118026,119279,273308,118029,249618,118232
1,74593,7411,117961,118386,118746,118451,152307,118453,118454
1,79092,2781,117961,118300,118783,118451,130134,118453,118454
1,20276,30875,117980,119762,117941,118568,156279,19721,118570
1,33150,5238,118290,118291,118053,132692,134889,270488,132694
0,35914,13801,117961,118343,123125,307024,294485,118331,118332
1,78849,15887,117961,118052,120677,120357,310997,118424,120359
0,73128,20447,117961,118225,120283,118890,133249,118398,118892
1,20208,2299,117961,117962,119223,123045,118959,120518,123047
1,28817,718,117961,118300,119181,118641,153273,118643,118644
1,6977,7346,117961,118343,123125,118259,117906,290919,118261
1,1020,16225,117961,117962,122059,118784,121873,290919,118786
1,20349,1938,117961,118300,131868,120618,304465,118643,120619
1,3853,3245,117961,118300,121216,119351,206049,3130,119353
1,78925,23200,117961,118343,123125,118685,120316,308574,118687
1,79881,56769,117918,117919,118483,117879,117886,19721,117880
1,75834,8047,119062,119091,118514,117905,118036,290919,117908
1,17296,15566,120864,120865,128639,149337,311058,118398,149339
1,78625,11525,117910,117911,117920,118568,310732,19721,118570
1,33146,1271,117961,118327,118507,118890,138290,118398,118892
1,36429,46658,117961,119256,119257,118995,118806,292795,118997
1,16443,21287,117961,118225,120323,119782,185784,119784,119785
1,79542,4193,117961,118343,118514,307024,271023,118331,118332
1,73756,918,117961,118300,118458,118980,187517,118295,118982
1,34950,20376,117902,117903,120171,120990,152438,118398,120992
1,16089,17790,117961,118225,119924,117905,240983,290919,117908
1,39262,83351,117961,118386,119954,118318,168365,118205,118319
